APID,Vendor,InvoiceDate,DueDate,Amount,Currency,Status,PaidDate,Terms,invoice_month,invoice_dayofweek,is_weekend,amount_usd,anomaly,type
AP10218,ABC Supplies,2024-05-20,2024-06-19,2307.79,USD,Partial,,Net 30,5,0,0,2307.79,False,Normal
AP10219,ABC Supplies,2023-11-21,2023-12-21,2903.71,EUR,Partial,,Net 30,11,1,0,3136.0068,False,Normal
AP10220,ABC Supplies,2024-05-20,2024-06-19,2565.02,USD,Partial,,Net 30,5,0,0,2565.02,False,Normal
AP10221,Fast Travel,2025-05-13,2025-06-12,2121.21,USD,Open,,Net 30,5,1,0,2121.21,False,Normal
AP10222,Fast Travel,2025-04-01,2025-05-01,1273.9,EUR,Open,,Net 30,4,1,0,1375.8120000000001,False,Normal
AP10223,Fast Travel,2025-02-23,2025-03-25,3975.5,AUD,Open,,Net 30,2,6,1,2584.0750000000003,False,Normal
AP10224,BluePrints,2024-10-23,2024-11-22,2421.44,AUD,Open,,Net 30,10,2,0,1573.9360000000001,False,Normal
AP10225,BluePrints,2025-01-31,2025-03-02,2458.01,EUR,Open,,Net 30,1,4,0,2654.6508000000003,False,Normal
AP10226,BluePrints,2023-07-29,2023-08-28,2854.39,EUR,Paid,2023-08-28,Net 30,7,5,1,3082.7412,False,Normal
AP10227,Fast Travel,2024-01-28,2024-02-27,2918.95,EUR,Open,,Net 30,1,6,1,3152.466,False,Normal
AP10228,Global Office,2023-03-12,2023-04-11,328.97,USD,Paid,2023-04-11,Net 30,3,6,1,328.97,False,Normal
AP10229,Global Office,2024-08-19,2024-09-18,1213.71,USD,Open,,Net 30,8,0,0,1213.71,False,Normal
AP10230,ABC Supplies,2025-04-25,2025-05-25,454.59,USD,Open,,Net 30,4,4,0,454.59,False,Normal
AP10231,ABC Supplies,2023-04-24,2023-05-24,4278.37,CAD,Paid,2023-05-24,Net 30,4,0,0,3123.2101,False,Normal
AP10232,BluePrints,2024-08-20,2024-09-19,3048.16,USD,Open,,Net 30,8,1,0,3048.16,False,Normal
AP10233,Global Office,2023-05-19,2023-06-18,4611.88,AUD,Partial,,Net 30,5,4,0,2997.722,False,Normal
AP10234,BluePrints,2024-01-24,2024-02-23,2206.77,USD,Open,,Net 30,1,2,0,2206.77,False,Normal
AP10235,BluePrints,2023-12-09,2024-01-08,1191.52,USD,Paid,2024-01-08,Net 30,12,5,1,1191.52,False,Normal
AP10236,BluePrints,2023-01-12,2023-02-11,1715.9,CAD,Partial,,Net 30,1,3,0,1252.607,False,Normal
AP10237,Fast Travel,2023-01-30,2023-03-01,2281.3,GBP,Paid,2023-03-01,Net 30,1,0,0,2851.625,False,Normal
AP10238,ABC Supplies,2024-03-11,2024-04-10,3825.33,GBP,Open,,Net 30,3,0,0,4781.6625,False,Normal
AP10239,ABC Supplies,2023-03-23,2023-04-22,4771.6,AUD,Partial,,Net 30,3,3,0,3101.5400000000004,False,Normal
AP10240,ABC Supplies,2024-07-01,2024-07-31,3536.61,USD,Partial,,Net 30,7,0,0,3536.61,False,Normal
AP10241,TechMart,2023-06-10,2023-07-10,4873.48,EUR,Paid,2023-07-10,Net 30,6,5,1,5263.3584,False,Normal
AP10242,BluePrints,2024-11-22,2024-12-22,3763.83,AUD,Partial,,Net 30,11,4,0,2446.4895,False,Normal
AP10243,BluePrints,2023-04-29,2023-05-29,1956.76,CAD,Partial,,Net 30,4,5,1,1428.4348,False,Normal
AP10244,BluePrints,2024-04-14,2024-05-14,4541.03,AUD,Partial,,Net 30,4,6,1,2951.6695,False,Normal
AP10245,ABC Supplies,2023-10-04,2023-11-03,3118.33,USD,Partial,,Net 30,10,2,0,3118.33,False,Normal
AP10246,ABC Supplies,2024-07-30,2024-08-29,4825.22,CAD,Paid,2024-08-29,Net 30,7,1,0,3522.4106,False,Normal
AP10247,TechMart,2025-02-24,2025-03-26,3534.62,AUD,Partial,,Net 30,2,0,0,2297.503,False,Normal
AP10248,ABC Supplies,2023-05-29,2023-06-28,2784.2,GBP,Paid,2023-06-28,Net 30,5,0,0,3480.25,False,Normal
AP10249,Fast Travel,2025-05-15,2025-06-14,4703.79,AUD,Open,,Net 30,5,3,0,3057.4635000000003,False,Normal
AP10250,TechMart,2024-05-11,2024-06-10,3586.26,AUD,Open,,Net 30,5,5,1,2331.0690000000004,False,Normal
AP10251,BluePrints,2024-03-22,2024-04-21,2609.45,USD,Paid,2024-04-21,Net 30,3,4,0,2609.45,False,Normal
AP10252,BluePrints,2023-03-14,2023-04-13,527.18,GBP,Paid,2023-04-13,Net 30,3,1,0,658.9749999999999,False,Normal
AP10253,Global Office,2023-06-09,2023-07-09,3705.03,AUD,Partial,,Net 30,6,4,0,2408.2695000000003,False,Normal
AP10254,BluePrints,2024-05-28,2024-06-27,1274.56,AUD,Open,,Net 30,5,1,0,828.4639999999999,False,Normal
AP10255,Fast Travel,2025-06-07,2025-07-07,928.12,EUR,Paid,2025-07-07,Net 30,6,5,1,1002.3696000000001,False,Normal
AP10256,TechMart,2025-02-07,2025-03-09,3380.41,GBP,Partial,,Net 30,2,4,0,4225.5125,False,Normal
AP10257,TechMart,2023-01-23,2023-02-22,489.13,EUR,Open,,Net 30,1,0,0,528.2604,False,Normal
AP10258,Fast Travel,2023-11-07,2023-12-07,2309.52,USD,Partial,,Net 30,11,1,0,2309.52,False,Normal
AP10259,BluePrints,2023-08-28,2023-09-27,2555.11,CAD,Open,,Net 30,8,0,0,1865.2303,False,Normal
AP10260,ABC Supplies,2024-03-22,2024-04-21,3084.27,USD,Paid,2024-04-21,Net 30,3,4,0,3084.27,False,Normal
AP10261,BluePrints,2025-02-05,2025-03-07,2226.56,EUR,Paid,2025-03-07,Net 30,2,2,0,2404.6848,False,Normal
AP10262,Global Office,2024-01-25,2024-02-24,1081.44,AUD,Paid,2024-02-24,Net 30,1,3,0,702.936,False,Normal
AP10263,ABC Supplies,2023-06-12,2023-07-12,985.69,USD,Partial,,Net 30,6,0,0,985.69,False,Normal
AP10264,BluePrints,2025-05-15,2025-06-14,4502.04,CAD,Partial,,Net 30,5,3,0,3286.4892,False,Normal
AP10265,TechMart,2025-01-29,2025-02-28,1415.18,GBP,Partial,,Net 30,1,2,0,1768.9750000000001,False,Normal
AP10266,Global Office,2023-10-10,2023-11-09,3176.41,EUR,Open,,Net 30,10,1,0,3430.5228,False,Normal
AP10267,ABC Supplies,2023-06-17,2023-07-17,4887.26,USD,Open,,Net 30,6,5,1,4887.26,False,Normal
AP10268,Global Office,2024-09-10,2024-10-10,3883.76,GBP,Partial,,Net 30,9,1,0,4854.700000000001,False,Normal
AP10269,Global Office,2025-06-12,2025-07-12,1284.06,CAD,Open,,Net 30,6,3,0,937.3638,False,Normal
AP10270,Global Office,2025-06-26,2025-07-26,4305.19,GBP,Paid,2025-07-26,Net 30,6,3,0,5381.487499999999,False,Normal
AP10271,Global Office,2023-11-12,2023-12-12,1810.33,AUD,Open,,Net 30,11,6,1,1176.7145,False,Normal
AP10272,BluePrints,2024-03-22,2024-04-21,3741.63,EUR,Open,,Net 30,3,4,0,4040.9604000000004,False,Normal
AP10273,Fast Travel,2024-01-31,2024-03-01,2037.12,AUD,Paid,2024-03-01,Net 30,1,2,0,1324.128,False,Normal
AP10274,Fast Travel,2024-02-10,2024-03-11,970.98,USD,Open,,Net 30,2,5,1,970.98,False,Normal
AP10275,Global Office,2023-03-12,2023-04-11,743.53,AUD,Paid,2023-04-11,Net 30,3,6,1,483.29449999999997,False,Normal
AP10276,ABC Supplies,2024-07-05,2024-08-04,983.96,GBP,Open,,Net 30,7,4,0,1229.95,False,Normal
AP10277,ABC Supplies,2024-08-09,2024-09-08,1917.71,GBP,Open,,Net 30,8,4,0,2397.1375,False,Normal
AP10278,BluePrints,2024-07-14,2024-08-13,1199.03,USD,Partial,,Net 30,7,6,1,1199.03,False,Normal
AP10279,ABC Supplies,2023-05-11,2023-06-10,317.85,USD,Paid,2023-06-10,Net 30,5,3,0,317.85,False,Normal
AP10280,Fast Travel,2025-04-06,2025-05-06,4556.93,EUR,Partial,,Net 30,4,6,1,4921.4844,False,Normal
AP10281,BluePrints,2024-11-10,2024-12-10,1600.22,GBP,Open,,Net 30,11,6,1,2000.275,False,Normal
AP10282,Fast Travel,2023-02-17,2023-03-19,2011.23,GBP,Open,,Net 30,2,4,0,2514.0375,False,Normal
AP10283,Fast Travel,2024-10-16,2024-11-15,2093.29,CAD,Open,,Net 30,10,2,0,1528.1017,False,Normal
AP10284,TechMart,2025-04-05,2025-05-05,4095.0,CAD,Partial,,Net 30,4,5,1,2989.35,False,Normal
AP10285,BluePrints,2024-01-11,2024-02-10,3459.29,GBP,Partial,,Net 30,1,3,0,4324.1125,False,Normal
AP10286,Fast Travel,2023-10-26,2023-11-25,310.84,USD,Paid,2023-11-25,Net 30,10,3,0,310.84,False,Normal
AP10287,ABC Supplies,2024-09-24,2024-10-24,929.39,EUR,Partial,,Net 30,9,1,0,1003.7412,False,Normal
AP10288,TechMart,2023-03-16,2023-04-15,4087.15,USD,Paid,2023-04-15,Net 30,3,3,0,4087.15,False,Normal
AP10289,Global Office,2025-03-25,2025-04-24,2351.03,CAD,Open,,Net 30,3,1,0,1716.2519000000002,False,Normal
AP10290,TechMart,2023-08-14,2023-09-13,4799.5,GBP,Paid,2023-09-13,Net 30,8,0,0,5999.375,True,Anomaly
AP10291,TechMart,2023-06-28,2023-07-28,2284.77,AUD,Open,,Net 30,6,2,0,1485.1005,False,Normal
AP10292,Fast Travel,2023-08-04,2023-09-03,2951.68,AUD,Paid,2023-09-03,Net 30,8,4,0,1918.5919999999999,False,Normal
AP10293,ABC Supplies,2024-06-14,2024-07-14,4227.92,AUD,Partial,,Net 30,6,4,0,2748.148,False,Normal
AP10294,TechMart,2024-11-21,2024-12-21,1060.77,AUD,Paid,2024-12-21,Net 30,11,3,0,689.5005,False,Normal
AP10295,BluePrints,2023-12-25,2024-01-24,4147.42,AUD,Partial,,Net 30,12,0,0,2695.8230000000003,False,Normal
AP10296,ABC Supplies,2023-10-07,2023-11-06,4406.58,GBP,Paid,2023-11-06,Net 30,10,5,1,5508.225,False,Normal
AP10297,Global Office,2023-05-23,2023-06-22,3855.44,CAD,Open,,Net 30,5,1,0,2814.4712,False,Normal
AP10298,ABC Supplies,2025-04-26,2025-05-26,1239.49,CAD,Open,,Net 30,4,5,1,904.8276999999999,False,Normal
AP10299,Global Office,2025-06-11,2025-07-11,4842.93,AUD,Open,,Net 30,6,2,0,3147.9045,False,Normal
AP10300,BluePrints,2025-06-25,2025-07-25,1477.77,USD,Open,,Net 30,6,2,0,1477.77,False,Normal
AP10301,Fast Travel,2025-03-01,2025-03-31,4772.12,USD,Paid,2025-03-31,Net 30,3,5,1,4772.12,False,Normal
AP10302,TechMart,2023-04-19,2023-05-19,2860.03,AUD,Paid,2023-05-19,Net 30,4,2,0,1859.0195,False,Normal
AP10303,TechMart,2024-07-31,2024-08-30,1886.55,AUD,Partial,,Net 30,7,2,0,1226.2575,False,Normal
AP10304,BluePrints,2024-06-06,2024-07-06,4336.49,AUD,Open,,Net 30,6,3,0,2818.7185,False,Normal
AP10305,BluePrints,2023-11-26,2023-12-26,4046.8,USD,Partial,,Net 30,11,6,1,4046.8,False,Normal
AP10306,BluePrints,2025-05-10,2025-06-09,3387.6,AUD,Paid,2025-06-09,Net 30,5,5,1,2201.94,False,Normal
AP10307,Global Office,2025-01-22,2025-02-21,4207.86,EUR,Open,,Net 30,1,2,0,4544.4888,False,Normal
AP10308,TechMart,2024-01-29,2024-02-28,2784.29,CAD,Open,,Net 30,1,0,0,2032.5317,False,Normal
AP10309,TechMart,2024-10-11,2024-11-10,2721.22,GBP,Partial,,Net 30,10,4,0,3401.5249999999996,False,Normal
AP10310,Fast Travel,2023-03-08,2023-04-07,1741.36,CAD,Partial,,Net 30,3,2,0,1271.1927999999998,False,Normal
AP10311,TechMart,2024-06-22,2024-07-22,4981.44,USD,Paid,2024-07-22,Net 30,6,5,1,4981.44,False,Normal
AP10312,ABC Supplies,2023-05-16,2023-06-15,2244.68,EUR,Open,,Net 30,5,1,0,2424.2544,False,Normal
AP10313,BluePrints,2024-10-02,2024-11-01,660.06,AUD,Paid,2024-11-01,Net 30,10,2,0,429.039,False,Normal
AP10314,Global Office,2025-03-06,2025-04-05,2932.27,AUD,Paid,2025-04-05,Net 30,3,3,0,1905.9755,False,Normal
AP10315,Global Office,2024-08-07,2024-09-06,451.25,GBP,Open,,Net 30,8,2,0,564.0625,False,Normal
AP10316,Fast Travel,2025-06-30,2025-07-30,2665.5,CAD,Partial,,Net 30,6,0,0,1945.815,False,Normal
AP10317,BluePrints,2025-02-19,2025-03-21,1471.82,USD,Open,,Net 30,2,2,0,1471.82,False,Normal
AP10318,ABC Supplies,2024-04-09,2024-05-09,1830.02,GBP,Paid,2024-05-09,Net 30,4,1,0,2287.525,False,Normal
AP10319,ABC Supplies,2023-02-22,2023-03-24,4995.39,CAD,Partial,,Net 30,2,2,0,3646.6347,False,Normal
AP10320,ABC Supplies,2023-05-22,2023-06-21,4822.93,AUD,Partial,,Net 30,5,0,0,3134.9045,False,Normal
AP10321,BluePrints,2023-01-02,2023-02-01,1174.97,USD,Paid,2023-02-01,Net 30,1,0,0,1174.97,False,Normal
AP10322,Global Office,2024-04-05,2024-05-05,1018.67,EUR,Partial,,Net 30,4,4,0,1100.1636,False,Normal
AP10323,TechMart,2024-08-24,2024-09-23,525.23,AUD,Open,,Net 30,8,5,1,341.39950000000005,False,Normal
AP10324,TechMart,2023-03-29,2023-04-28,4607.07,USD,Open,,Net 30,3,2,0,4607.07,False,Normal
AP10325,BluePrints,2023-05-08,2023-06-07,2792.15,CAD,Paid,2023-06-07,Net 30,5,0,0,2038.2695,False,Normal
AP10326,BluePrints,2024-08-07,2024-09-06,3719.04,GBP,Open,,Net 30,8,2,0,4648.8,False,Normal
AP10327,Fast Travel,2024-10-11,2024-11-10,4169.05,EUR,Paid,2024-11-10,Net 30,10,4,0,4502.5740000000005,False,Normal
AP10328,Global Office,2024-12-17,2025-01-16,1405.35,AUD,Open,,Net 30,12,1,0,913.4775,False,Normal
AP10329,Global Office,2024-04-19,2024-05-19,4512.44,AUD,Partial,,Net 30,4,4,0,2933.086,False,Normal
AP10330,ABC Supplies,2024-04-13,2024-05-13,1855.47,EUR,Open,,Net 30,4,5,1,2003.9076000000002,False,Normal
AP10331,Fast Travel,2024-12-07,2025-01-06,1596.9,CAD,Paid,2025-01-06,Net 30,12,5,1,1165.737,False,Normal
AP10332,Fast Travel,2023-01-23,2023-02-22,176.54,CAD,Paid,2023-02-22,Net 30,1,0,0,128.8742,True,Anomaly
AP10333,ABC Supplies,2025-02-17,2025-03-19,1225.82,CAD,Open,,Net 30,2,0,0,894.8485999999999,False,Normal
AP10334,BluePrints,2024-01-30,2024-02-29,355.21,CAD,Open,,Net 30,1,1,0,259.3033,False,Normal
AP10335,Global Office,2025-03-20,2025-04-19,4628.86,EUR,Paid,2025-04-19,Net 30,3,3,0,4999.1688,False,Normal
AP10336,TechMart,2023-12-08,2024-01-07,2845.8,EUR,Partial,,Net 30,12,4,0,3073.4640000000004,False,Normal
AP10337,ABC Supplies,2025-06-02,2025-07-02,1566.29,EUR,Open,,Net 30,6,0,0,1691.5932,False,Normal
AP10338,Global Office,2023-11-05,2023-12-05,4917.53,EUR,Paid,2023-12-05,Net 30,11,6,1,5310.9324,True,Anomaly
AP10339,TechMart,2023-12-22,2024-01-21,2748.45,GBP,Open,,Net 30,12,4,0,3435.5625,False,Normal
AP10340,Global Office,2025-01-15,2025-02-14,2910.56,AUD,Paid,2025-02-14,Net 30,1,2,0,1891.864,False,Normal
AP10341,ABC Supplies,2025-06-23,2025-07-23,728.89,USD,Partial,,Net 30,6,0,0,728.89,False,Normal
AP10342,BluePrints,2023-02-24,2023-03-26,1790.61,USD,Partial,,Net 30,2,4,0,1790.61,False,Normal
AP10343,Global Office,2024-03-07,2024-04-06,3085.28,GBP,Paid,2024-04-06,Net 30,3,3,0,3856.6000000000004,False,Normal
AP10344,Fast Travel,2023-08-16,2023-09-15,899.5,GBP,Open,,Net 30,8,2,0,1124.375,False,Normal
AP10345,Global Office,2023-01-11,2023-02-10,1797.02,USD,Open,,Net 30,1,2,0,1797.02,False,Normal
AP10346,ABC Supplies,2023-08-31,2023-09-30,4901.42,CAD,Open,,Net 30,8,3,0,3578.0366,False,Normal
AP10347,Global Office,2023-02-05,2023-03-07,4612.14,GBP,Paid,2023-03-07,Net 30,2,6,1,5765.175,True,Anomaly
AP10348,BluePrints,2024-06-09,2024-07-09,3151.2,CAD,Partial,,Net 30,6,6,1,2300.3759999999997,False,Normal
AP10349,Global Office,2024-03-21,2024-04-20,4219.03,AUD,Paid,2024-04-20,Net 30,3,3,0,2742.3695,False,Normal
AP10350,ABC Supplies,2023-12-13,2024-01-12,4971.99,EUR,Open,,Net 30,12,2,0,5369.7492,False,Normal
AP10351,Fast Travel,2023-12-21,2024-01-20,3366.62,GBP,Paid,2024-01-20,Net 30,12,3,0,4208.275,False,Normal
AP10352,TechMart,2025-03-19,2025-04-18,499.9,CAD,Paid,2025-04-18,Net 30,3,2,0,364.92699999999996,False,Normal
AP10353,Fast Travel,2023-09-28,2023-10-28,4834.01,GBP,Paid,2023-10-28,Net 30,9,3,0,6042.512500000001,False,Normal
AP10354,TechMart,2023-04-11,2023-05-11,1132.31,USD,Partial,,Net 30,4,1,0,1132.31,False,Normal
AP10355,TechMart,2025-05-20,2025-06-19,239.21,EUR,Partial,,Net 30,5,1,0,258.34680000000003,False,Normal
AP10356,BluePrints,2023-09-21,2023-10-21,1990.65,EUR,Open,,Net 30,9,3,0,2149.902,False,Normal
AP10357,BluePrints,2023-08-22,2023-09-21,4029.65,CAD,Paid,2023-09-21,Net 30,8,1,0,2941.6445,False,Normal
AP10358,Fast Travel,2024-09-10,2024-10-10,1667.66,AUD,Open,,Net 30,9,1,0,1083.979,False,Normal
AP10359,Fast Travel,2024-02-03,2024-03-04,687.7,AUD,Open,,Net 30,2,5,1,447.00500000000005,False,Normal
AP10360,Global Office,2023-09-05,2023-10-05,1555.59,USD,Paid,2023-10-05,Net 30,9,1,0,1555.59,False,Normal
AP10361,BluePrints,2024-01-07,2024-02-06,937.69,AUD,Paid,2024-02-06,Net 30,1,6,1,609.4985,False,Normal
AP10362,ABC Supplies,2024-01-16,2024-02-15,2005.72,USD,Paid,2024-02-15,Net 30,1,1,0,2005.72,False,Normal
AP10363,BluePrints,2024-01-15,2024-02-14,4353.25,CAD,Paid,2024-02-14,Net 30,1,0,0,3177.8725,False,Normal
AP10364,BluePrints,2024-12-27,2025-01-26,2122.23,AUD,Open,,Net 30,12,4,0,1379.4495000000002,False,Normal
AP10365,TechMart,2025-04-09,2025-05-09,3957.87,CAD,Partial,,Net 30,4,2,0,2889.2450999999996,False,Normal
AP10366,BluePrints,2024-07-22,2024-08-21,3266.74,AUD,Partial,,Net 30,7,0,0,2123.381,False,Normal
AP10367,TechMart,2024-04-29,2024-05-29,4729.29,AUD,Partial,,Net 30,4,0,0,3074.0385,False,Normal
AP10368,ABC Supplies,2025-03-15,2025-04-14,1404.93,AUD,Partial,,Net 30,3,5,1,913.2045,False,Normal
AP10369,TechMart,2024-12-05,2025-01-04,2397.51,CAD,Partial,,Net 30,12,3,0,1750.1823000000002,False,Normal
AP10370,TechMart,2023-03-20,2023-04-19,3324.14,AUD,Paid,2023-04-19,Net 30,3,0,0,2160.691,False,Normal
AP10371,Global Office,2023-12-30,2024-01-29,4000.08,GBP,Open,,Net 30,12,5,1,5000.1,False,Normal
AP10372,Global Office,2025-05-11,2025-06-10,692.78,EUR,Paid,2025-06-10,Net 30,5,6,1,748.2024,False,Normal
AP10373,ABC Supplies,2023-05-20,2023-06-19,485.69,EUR,Partial,,Net 30,5,5,1,524.5452,False,Normal
AP10374,TechMart,2023-08-30,2023-09-29,2956.85,EUR,Paid,2023-09-29,Net 30,8,2,0,3193.398,False,Normal
AP10375,Fast Travel,2023-11-03,2023-12-03,2455.26,CAD,Partial,,Net 30,11,4,0,1792.3398000000002,False,Normal
AP10376,ABC Supplies,2023-02-01,2023-03-03,852.36,CAD,Paid,2023-03-03,Net 30,2,2,0,622.2228,False,Normal
AP10377,TechMart,2023-07-22,2023-08-21,4885.47,EUR,Partial,,Net 30,7,5,1,5276.307600000001,False,Normal
AP10378,TechMart,2024-08-17,2024-09-16,3332.33,USD,Open,,Net 30,8,5,1,3332.33,False,Normal
AP10379,TechMart,2023-09-01,2023-10-01,431.39,USD,Paid,2023-10-01,Net 30,9,4,0,431.39,False,Normal
AP10380,BluePrints,2024-03-12,2024-04-11,2201.16,GBP,Open,,Net 30,3,1,0,2751.45,False,Normal
AP10381,Global Office,2024-09-17,2024-10-17,726.32,GBP,Paid,2024-10-17,Net 30,9,1,0,907.9000000000001,False,Normal
AP10382,TechMart,2024-02-07,2024-03-08,4541.1,AUD,Partial,,Net 30,2,2,0,2951.715,False,Normal
AP10383,Fast Travel,2025-05-20,2025-06-19,249.48,CAD,Paid,2025-06-19,Net 30,5,1,0,182.1204,False,Normal
AP10384,BluePrints,2023-12-24,2024-01-23,3005.5,EUR,Open,,Net 30,12,6,1,3245.94,False,Normal
AP10385,TechMart,2023-01-04,2023-02-03,1857.96,EUR,Paid,2023-02-03,Net 30,1,2,0,2006.5968000000003,False,Normal
AP10386,TechMart,2024-11-20,2024-12-20,915.02,AUD,Open,,Net 30,11,2,0,594.763,False,Normal
AP10387,BluePrints,2024-07-07,2024-08-06,4101.55,GBP,Open,,Net 30,7,6,1,5126.9375,False,Normal
AP10388,Global Office,2023-12-12,2024-01-11,4184.65,EUR,Partial,,Net 30,12,1,0,4519.422,False,Normal
AP10389,ABC Supplies,2024-04-26,2024-05-26,4769.93,CAD,Open,,Net 30,4,4,0,3482.0489000000002,False,Normal
AP10390,Global Office,2024-04-05,2024-05-05,3082.55,AUD,Partial,,Net 30,4,4,0,2003.6575000000003,False,Normal
AP10391,Fast Travel,2023-11-07,2023-12-07,4720.77,USD,Paid,2023-12-07,Net 30,11,1,0,4720.77,False,Normal
AP10392,Fast Travel,2024-05-24,2024-06-23,4645.08,AUD,Open,,Net 30,5,4,0,3019.302,False,Normal
AP10393,Fast Travel,2024-06-21,2024-07-21,2488.5,USD,Open,,Net 30,6,4,0,2488.5,False,Normal
AP10394,Global Office,2024-01-17,2024-02-16,4687.15,CAD,Partial,,Net 30,1,2,0,3421.6195,False,Normal
AP10395,Global Office,2023-10-28,2023-11-27,3299.79,USD,Open,,Net 30,10,5,1,3299.79,False,Normal
AP10396,Fast Travel,2024-09-06,2024-10-06,1150.11,GBP,Paid,2024-10-06,Net 30,9,4,0,1437.6374999999998,False,Normal
AP10397,Global Office,2024-02-07,2024-03-08,1440.98,CAD,Open,,Net 30,2,2,0,1051.9154,False,Normal
AP10398,ABC Supplies,2023-03-27,2023-04-26,4705.15,AUD,Paid,2023-04-26,Net 30,3,0,0,3058.3475,False,Normal
AP10399,TechMart,2023-06-09,2023-07-09,4226.89,AUD,Paid,2023-07-09,Net 30,6,4,0,2747.4785,False,Normal
AP10400,Global Office,2025-04-29,2025-05-29,4706.16,GBP,Paid,2025-05-29,Net 30,4,1,0,5882.7,True,Anomaly
AP10401,Global Office,2023-08-07,2023-09-06,4149.52,USD,Paid,2023-09-06,Net 30,8,0,0,4149.52,False,Normal
AP10402,Fast Travel,2023-12-26,2024-01-25,1586.89,EUR,Partial,,Net 30,12,1,0,1713.8412000000003,False,Normal
AP10403,BluePrints,2025-04-10,2025-05-10,2473.26,USD,Open,,Net 30,4,3,0,2473.26,False,Normal
AP10404,BluePrints,2024-10-12,2024-11-11,3115.36,GBP,Open,,Net 30,10,5,1,3894.2000000000003,False,Normal
AP10405,Global Office,2025-04-28,2025-05-28,2243.81,AUD,Paid,2025-05-28,Net 30,4,0,0,1458.4765,False,Normal
AP10406,Fast Travel,2025-03-13,2025-04-12,2764.23,GBP,Partial,,Net 30,3,3,0,3455.2875,False,Normal
AP10407,TechMart,2023-12-26,2024-01-25,4219.16,USD,Partial,,Net 30,12,1,0,4219.16,False,Normal
AP10408,Global Office,2024-05-18,2024-06-17,2719.44,CAD,Open,,Net 30,5,5,1,1985.1912,False,Normal
AP10409,TechMart,2024-11-21,2024-12-21,3651.79,CAD,Partial,,Net 30,11,3,0,2665.8067,False,Normal
AP10410,Global Office,2024-03-07,2024-04-06,1247.3,AUD,Paid,2024-04-06,Net 30,3,3,0,810.745,False,Normal
AP10411,TechMart,2024-10-21,2024-11-20,1665.2,AUD,Open,,Net 30,10,0,0,1082.38,False,Normal
AP10412,BluePrints,2025-04-22,2025-05-22,4157.1,GBP,Partial,,Net 30,4,1,0,5196.375,False,Normal
AP10413,Global Office,2023-06-01,2023-07-01,4306.1,CAD,Partial,,Net 30,6,3,0,3143.453,False,Normal
AP10414,ABC Supplies,2024-09-14,2024-10-14,432.27,AUD,Paid,2024-10-14,Net 30,9,5,1,280.9755,False,Normal
AP10415,BluePrints,2023-11-30,2023-12-30,2075.22,AUD,Partial,,Net 30,11,3,0,1348.893,False,Normal
AP10416,Global Office,2023-02-12,2023-03-14,2515.57,GBP,Open,,Net 30,2,6,1,3144.4625,False,Normal
AP10417,Global Office,2023-12-05,2024-01-04,1960.15,USD,Partial,,Net 30,12,1,0,1960.15,False,Normal
AP10418,ABC Supplies,2023-07-24,2023-08-23,3168.02,AUD,Partial,,Net 30,7,0,0,2059.213,False,Normal
AP10419,TechMart,2023-05-31,2023-06-30,576.43,USD,Paid,2023-06-30,Net 30,5,2,0,576.43,False,Normal
AP10420,Global Office,2025-01-13,2025-02-12,460.35,USD,Open,,Net 30,1,0,0,460.35,False,Normal
AP10421,Global Office,2025-02-16,2025-03-18,2305.42,USD,Open,,Net 30,2,6,1,2305.42,False,Normal
AP10422,ABC Supplies,2023-12-16,2024-01-15,2623.62,GBP,Partial,,Net 30,12,5,1,3279.5249999999996,False,Normal
AP10423,Fast Travel,2024-02-20,2024-03-21,1571.77,EUR,Open,,Net 30,2,1,0,1697.5116,False,Normal
AP10424,Fast Travel,2023-05-15,2023-06-14,4241.56,CAD,Open,,Net 30,5,0,0,3096.3388,False,Normal
AP10425,BluePrints,2023-06-09,2023-07-09,3066.36,CAD,Paid,2023-07-09,Net 30,6,4,0,2238.4428000000003,False,Normal
AP10426,ABC Supplies,2024-12-27,2025-01-26,1623.29,AUD,Partial,,Net 30,12,4,0,1055.1385,False,Normal
AP10427,BluePrints,2023-07-08,2023-08-07,4738.84,USD,Partial,,Net 30,7,5,1,4738.84,False,Normal
AP10428,BluePrints,2023-09-10,2023-10-10,2769.92,CAD,Partial,,Net 30,9,6,1,2022.0416,False,Normal
AP10429,BluePrints,2024-12-15,2025-01-14,2883.34,GBP,Open,,Net 30,12,6,1,3604.175,False,Normal
AP10430,ABC Supplies,2024-06-04,2024-07-04,2334.18,AUD,Open,,Net 30,6,1,0,1517.2169999999999,False,Normal
AP10431,TechMart,2023-10-20,2023-11-19,3148.17,USD,Open,,Net 30,10,4,0,3148.17,False,Normal
AP10432,TechMart,2024-10-08,2024-11-07,1378.14,GBP,Paid,2024-11-07,Net 30,10,1,0,1722.6750000000002,False,Normal
AP10433,Global Office,2025-02-11,2025-03-13,275.34,GBP,Open,,Net 30,2,1,0,344.17499999999995,False,Normal
AP10434,BluePrints,2023-03-31,2023-04-30,2274.14,EUR,Partial,,Net 30,3,4,0,2456.0712,False,Normal
AP10435,Global Office,2023-09-12,2023-10-12,800.97,CAD,Paid,2023-10-12,Net 30,9,1,0,584.7081000000001,False,Normal
AP10436,ABC Supplies,2023-02-07,2023-03-09,2595.11,AUD,Open,,Net 30,2,1,0,1686.8215000000002,False,Normal
